"","ssvid","best_flag","best_vessel_class","vessel_name"
"533","412421178","CHN","squid_jigger",NA
"534","412421178","CHN","squid_jigger","ZHEPUYU421178"
"535","412421178","CHN","gear","23996"
"536","412420574","CHN","squid_jigger","JIADE12"
"537","412420574","CHN","squid_jigger","JIADA12"
"538","412420574","CHN","squid_jigger","JLADE12"
"539","412549116","CHN","squid_jigger","HANYI27"
"540","412420471","CHN","squid_jigger","MINGZHOU6"
"541","412420471","CHN","squid_jigger",NA
"542","412420471","CHN","squid_jigger","SHUNZE87"
"543","412331075","CHN","squid_jigger","LURONGYUANYU279"
"544","412331075","CHN","squid_jigger","LURONGYUANYU179"
"545","412421129","CHN","fishing","YUANJIA1"
"546","412549052","CHN","squid_jigger","HAIFENGLONG6"
"547","412271480","CHN","squid_jigger","ZHONGYUANYU16"
"548","412271480","CHN","squid_jigger",NA
"549","412271480","CHN","squid_jigger","ZHONGYUANYU16HAO"
"550","412336827","CHN","squid_jigger","LURONGYUANYU187"
"551","412549269","CHN","squid_jigger","NINGTAI717"
"552","412440736","CHN","squid_jigger","FUYUANYU7613"
"553","412549122","CHN","squid_jigger","ZHEPUYUAN58"
"554","412440771","CHN","squid_jigger","FUYUANYU7621"
"555","412440453","CHN","squid_jigger","FUYANGYU7881"
"556","412440453","CHN","squid_jigger","FUYUANYU788"
"557","235099749","IMN","passenger","NAIA"
"558","235099749","IMN","passenger","PEGASO"
"559","412420378","CHN","squid_jigger","HUALI16"
"560","412420378","CHN","squid_jigger","HUALI160"
