"","ssvid","best_flag","best_vessel_class","vessel_name"
"328","412420432","CHN","squid_jigger",NA
"329","412420432","CHN","squid_jigger","HAIYI7"
"330","412435469","CHN","squid_jigger","ZHEXIANGYU29813"
"331","412435469","CHN","squid_jigger","OUYA18"
"332","412328764","CHN","squid_jigger","HAIYANG6"
"333","412440769","CHN","squid_jigger","FUYAUNYU7620"
"334","412333738","CHN","squid_jigger",NA
"335","412333738","CHN","squid_jigger","LURONGYUANYU772"
"336","412424703","CHN","squid_jigger","JIADE22"
"337","412690720","CHN","squid_jigger","ZHOUYU1"
"338","412690720","CHN","squid_jigger","ZHOUYUY1HAO"
"339","412690720","CHN","squid_jigger","ZHOUYUYIHAO"
"340","412690720","CHN","squid_jigger",NA
"341","412465014","CHN","squid_jigger","SHENGANGSHUN6"
"342","412465014","CHN","squid_jigger",NA
"343","412549269","CHN","squid_jigger","NINGTAI717"
"344","412336827","CHN","squid_jigger","LURONGYUANYU187"
"345","200014551",NA,"squid_jigger",NA
"346","412465012","CHN","squid_jigger",NA
"347","412465012","CHN","squid_jigger","SHENGANGSHUN8"
"348","412421193","CHN","squid_jigger","ZHONGJU7"
"349","412328763","CHN","squid_jigger","RUNDA9"
"350","412421144","CHN","squid_jigger","SHUNZE83"
"351","412420805","CHN","squid_jigger","PUYUAN777"
"352","412420805","CHN","fishing","PUYUAN777"
"353","412440452","CHN","squid_jigger","FUYUANYU7880"
"354","412333656","CHN","squid_jigger","ZHONGHAIYU9"
"355","412333656","CHN","squid_jigger","LULANYUANYU68"
"356","412333656","CHN","squid_jigger",NA
"357","412333656","CHN","squid_jigger","LIAODAZHONGYU25338"
"358","499999999","VCT","non_fishing","YUANCHENG"
"359","499999999","VCT","non_fishing","HUOYOUSUODE"
"360","499999999","VCT","non_fishing","KUROMARU"
"361","499999999","VCT","non_fishing","JMW"
"362","499999999","VCT","non_fishing",NA
"363","499999999","VCT","non_fishing","ENSCO123"
"364","499999999","VCT","non_fishing","WAHYAU2"
"365","499999999","VCT","non_fishing","FRENCHWARSHIP"
"366","499999999","VCT","non_fishing","FUHBI999"
"367","412331287","CHN","squid_jigger","LURONGYUANYU887"
"368","412421145","CHN","squid_jigger","SHUNZE86"
"369","412549353","CHN","squid_jigger","LUQINGYUANYU769"
"370","412328741","CHN","squid_jigger","LURONGYUANYU777"
"371","412420211","CHN","squid_jigger","ZHOUYU6"
"372","412333655","CHN","squid_jigger","LULANYUANYU59"
"373","412439588","CHN","squid_jigger","OUYA9"
"374","412440776","CHN","squid_jigger","FUYUANYU7627"
"375","412420384","CHN","squid_jigger","MINGXIANG803"
"376","412440775","CHN","squid_jigger","FUYUANYU7626"
"377","412333344","CHN","squid_jigger","LURONGYUANYU708"
"378","412333344","CHN","squid_jigger",NA
"379","412333344","CHN","squid_jigger","LURISHANYUYANG66101"
"380","412333344","CHN","squid_jigger","LUWEIYU2536"
"381","412549159","CHN","squid_jigger","SHUNZE77"
"382","412549159","CHN","squid_jigger","JULONGJIAYA32"
"383","412421072","CHN","squid_jigger","WANXIN7"
"384","412420581","CHN","squid_jigger","RUNDA618"
"385","412420581","CHN","squid_jigger",NA
"386","412420953","CHN","squid_jigger","NINGTAI56"
"387","412337347","CHN","squid_jigger","LUQINGYUANYU279"
"388","412337347","CHN","squid_jigger",NA
"389","412331089","CHN","squid_jigger","JINGYUAN626"
"390","412440659","CHN","squid_jigger","FUYUANYU7870"
"391","412440659","CHN","squid_jigger","FUYANYU7870"
"392","412331286","CHN","fishing","LURONGYUANYU885"
"393","412331286","CHN","squid_jigger","LURONGYUANYU885"
"394","412679820","CHN","squid_jigger","LIAOYU2HAO"
"395","412679820","CHN","squid_jigger","LIAOYUERHAO"
"396","412331079","CHN","squid_jigger","LURONGYUANYU867"
"397","412331079","CHN","squid_jigger","LURONGYUANYU698"
"398","412440777","CHN","squid_jigger","FUYUANYU7628"
"399","412440739","CHN","squid_jigger","FUYUANYU7616"
"400","412440692","CHN","squid_jigger","FUYUANYU7889"
"401","412440692","CHN","squid_jigger",NA
"402","412222222","CHN","non_fishing",NA
"403","412222222","CHN","non_fishing","MINPINGYUF2908"
"404","412222222","CHN","non_fishing","MIAOTING8"
"405","412222222","CHN","non_fishing","DHANGJIANGZ1AO"
"406","412420822","CHN","squid_jigger","HUALI17"
"407","412280935","CHN","squid_jigger","HEBEI8589"
"408","412420574","CHN","squid_jigger","JIADE12"
"409","412420574","CHN","squid_jigger","JIADA12"
"410","412420574","CHN","squid_jigger","JLADE12"
"411","412549116","CHN","squid_jigger","HANYI27"
"412","412421178","CHN","squid_jigger","SHUNZE75"
"413","412421178","CHN","gear","23996"
"414","412421178","CHN","squid_jigger",NA
"415","412421178","CHN","squid_jigger","ZHEPUYU421178"
"416","412420471","CHN","squid_jigger","MINGZHOU6"
"417","412420471","CHN","squid_jigger",NA
"418","412420471","CHN","squid_jigger","SHUNZE87"
"419","412331075","CHN","squid_jigger","LURONGYUANYU279"
"420","412331075","CHN","squid_jigger","LURONGYUANYU179"
"421","412439575","CHN","squid_jigger","HAIZHIXING801"
"422","412439575","CHN","squid_jigger",NA
"423","412439575","CHN","squid_jigger","MINGXIANG899"
"424","412420002","CHN","squid_jigger","TIANXIANG"
"425","412420002","CHN","squid_jigger",NA
"426","412420002","CHN","fishing",NA
"427","412420002","CHN","squid_jigger","ZHEYANYU2"
"428","412336489","CHN","squid_jigger","LURONGYUANYU585"
"429","412336489","CHN","squid_jigger",NA
"430","412421087","CHN","squid_jigger","JINHAI779"
"431","412421087","CHN","squid_jigger","ZHEXIANGYU21087"
"432","412420013","CHN","squid_jigger","HAILI18"
"433","412336869","CHN","fishing","LURONGYUANYU738"
"434","412336869","CHN","fishing","LULAIZHAOYU66186"
"435","210000000","DEU","passenger","XIACHUAN56"
"436","210000000","DEU","passenger","EMUNA"
"437","210000000","DEU","passenger",NA
"438","210000000","DEU","passenger","KRT"
"439","210000000","DEU","passenger","RYANJAMES"
"440","210000000","DEU","passenger","LIUSHUN2"
"441","210000000","DEU","passenger","13238"
"442","210000000","DEU","passenger","FUYUANYU9998"
"443","412440667","CHN","squid_jigger","FUYUANYU7877"
"444","412440667","CHN","squid_jigger",NA
"445","412331078","CHN","squid_jigger","LURONGYUANYU866"
"446","412331078","CHN","squid_jigger",NA
"447","412331078","CHN","squid_jigger","LURONGYUANYU688"
"448","412328785","CHN","squid_jigger","WEIYU18"
"449","412880933","CHN","squid_jigger","HEBEI8598"
"450","412421128","CHN","squid_jigger","HANYI109"
"451","412331284","CHN","squid_jigger","FUYUANYU715"
"452","412331284","CHN","fishing","LURONGYUANYU715"
"453","412331284","CHN","squid_jigger","LURONGYUANYU715"
"454","412421114","CHN","squid_jigger","NINGTAI52"
"455","412549298","CHN","squid_jigger","LURONGYUANYU836"
"456","412440734","CHN","squid_jigger",NA
"457","412440734","CHN","squid_jigger","FUYUANYU7611"
"458","412549165","CHN","squid_jigger","MINGXIANG889"
"459","412440691","CHN",NA,"FUYUANYU7888"
"460","412440691","CHN",NA,"XMPILOTBOAT13"
"461","513083299",NA,NA,NA
"462","412421184","CHN","squid_jigger","TAOYUAN611"
"463","412424491","CHN","squid_jigger","JIADE17"
"464","412420341","CHN","squid_jigger","HUAYING1"
"465","412420341","CHN","squid_jigger",NA
"466","150402947",NA,"squid_jigger","LURONGYUANYU195"
"467","150402947",NA,"squid_jigger","SHUNHANG3"
"468","150402947",NA,"squid_jigger","LURONGYUANYU715"
"469","150402947",NA,"squid_jigger","LURONGYUANYU717"
"470","150402947",NA,"squid_jigger","SHUNHANG68"
"471","412440604","CHN","squid_jigger","7884"
"472","412440604","CHN","squid_jigger","FUYUANYU7884"
"473","412549091","CHN","squid_jigger","HONGPU12"
"474","412549091","CHN","squid_jigger",NA
"475","412421191","CHN","squid_jigger","ZHOUPU5"
"476","412328765","CHN","squid_jigger","HAIYANG5"
"477","412328765","CHN","squid_jigger",NA
"478","412420209","CHN","squid_jigger","ZHOUYU5"
"479","412549054","CHN","squid_jigger","RUNDA613"
"480","412549095","CHN","squid_jigger","LURONGYUANYU696"
"481","412549095","CHN","squid_jigger",NA
"482","412440774","CHN","fishing","FUYUANYU7625"
"483","412326888","CHN","squid_jigger","4698"
"484","412326888","CHN","squid_jigger","HAIXING1"
"485","412326888","CHN","squid_jigger","CHANGSHUN138"
"486","412326888","CHN","squid_jigger",NA
"487","412549035","CHN","squid_jigger","HENGXIN68"
"488","412549035","CHN","squid_jigger",NA
"489","412421182","CHN","squid_jigger","TAOYUAN608"
"490","412421182","CHN","squid_jigger",NA
"491","412421014","CHN","squid_jigger","XINJILI56"
"492","412549046","CHN","squid_jigger","HONGPU9"
"493","412330959","CHN","squid_jigger","FUXIN"
"494","412329642","CHN","squid_jigger","LUWEIYUANYU858"
"495","412421192","CHN","fishing","ZHONGJU1"
"496","412440741","CHN","squid_jigger","FUYUANYU7617"
"497","412420457","CHN","squid_jigger","HONGDA2"
"498","412420457","CHN","squid_jigger","H0NGDA2"
"499","412440663","CHN","squid_jigger","FUYUANYU7873"
"500","412440663","CHN","squid_jigger",NA
"501","412200335","CHN","squid_jigger","GUOJI901"
"502","412271470","CHN","squid_jigger","ZHONGYUANYU17"
"503","412549163","CHN","squid_jigger","HONGPU3"
"504","412439586","CHN","squid_jigger","OUYA7"
"505","412420578","CHN","squid_jigger","RUNDA605"
"506","412420578","CHN","squid_jigger",NA
"507","412440762","CHN","squid_jigger","FUYUANYU7669"
"508","412549051","CHN","squid_jigger","NINGTAI617"
"509","412440773","CHN","squid_jigger","FUYUANYU7624"
"510","412420947","CHN","squid_jigger","SHUNHANG17"
"511","412420947","CHN","squid_jigger","SHUNHANG"
"512","412329632","CHN","squid_jigger","CHANGSHUN8"
"513","412329632","CHN","squid_jigger","HANGSHUN8"
"514","412424547","CHN","squid_jigger","JIADE18"
"515","412424547","CHN","squid_jigger","ZHEDINGYU10111"
"516","412336963","CHN","squid_jigger","LURONGYUANYU582"
"517","412336963","CHN","fishing","LLZY668980"
"518","412336826","CHN","squid_jigger","LURONGYUANYU186"
"519","412421169","CHN","squid_jigger","FENGHUI9"
"520","412421169","CHN","fishing","FENGHUI9"
"521","412420688","CHN","squid_jigger","HUALI19"
"522","412420317","CHN","squid_jigger","JIADE8"
